ID	TARGET	TEXT	STANCE
17	春节放鞭炮	春节即将??，今年在南京度过没有鞭炮声的新年，还好回家弟弟们买了烟花满足一下我的童心～让我体会一把年味！回想小时候，一到过年磨着爸爸去买烟花，一定要磨到手这个年才能安稳过	UNKNOWN
18	春节放鞭炮	还记得那年的除夕在干什么吗？我在埃及的火车上睡觉。你在德国小镇游荡。2月6号和2月7号出生的女生相遇，突然说起生日撞上春节鞭炮后的孤独，原来水瓶座是如此相似。我们离开，我们放逐，我们归来。我们在人们忙着过年的时候被遗忘，也在那个时刻清醒地知道远方。	UNKNOWN
19	春节放鞭炮	【如何安全燃放烟花爆竹】2016春节即将来临，人们在燃放烟花爆竹之际,不要忘记防火防灾。近年来，因燃放烟花爆竹曾发生多起火灾事故。造成了严重的损失和伤害。民警提醒：燃放烟花爆竹要注意安全！	UNKNOWN
20	春节放鞭炮	我强烈怀疑我报的这个学校的行政是不是还没上班啊！学校网站最新的更新还是春节头一天……招生网的更新还是上个月的……都两天了还没动静，能玩吗别的学校的考生大概已经完成了要跳楼和被劝下来的过程了，考得好的放完鞭炮之后炮纸都扫干净了，我还在玩命刷新呢（白眼	UNKNOWN
21	春节放鞭炮	今早上班时听广播，话题是关于春节是否要禁止燃放鞭炮的，听了之后“茅厕”顿开呀，原来顾左右而言他真的是“砖家”“噱者”“惊嘤”们最擅长的。PM25、“恶俗”等评价被冠以放鞭炮上，有点意思！春节为什么叫过“年”？过年为什么放鞭炮？放鞭炮是恶俗，那么过年是什么？呜呼，PM25是燃放鞭炮造成的呀	UNKNOWN
22	春节放鞭炮	【安全检查过大年】2月3日，渭南大荔双泉所针对烟花爆竹在春节期间最容易发生安全事故，民警利用集会，对烟花爆竹零售摊点进行安全检查，对不遵守消防管理条例的摊点进行严格批评教育，并责令整改，从而确保今日集会顺利进行，确保人民群众可以过一个安稳祥和的新年。	UNKNOWN
23	春节放鞭炮	雾霾严重。为净化环境，今年春节应该禁止燃放鞭炮烟花。管不了别人，但我有能力管好自已和家人。说话算话！	UNKNOWN
24	春节放鞭炮	过春节孩子是穿新衣放鞭炮压岁钱，年轻人是喝酒玩牌睡懒觉，父母是花钱劳作身受累，最大的收获是长一岁。	UNKNOWN
25	春节放鞭炮	【鞭炮扔井盖内爆炸 男童被炸翻】 春节临近放鞭炮开始热闹起来，但有一个基本常识，不能把鞭炮扔井盖内，因为下水道内有灶气，鞭炮在下水道内燃放会点燃灶气就会发生爆炸。这是非常危险的！ http://t.cn/RwbT7MQ	UNKNOWN
26	春节放鞭炮	西游记的导演杨洁还是我们湖北麻城的1987年的春节晚会啊 |秒拍视频	UNKNOWN
27	春节放鞭炮	今天是个好日子，一路走来各种婚车，正好补了我春节没闻到的鞭炮味儿一周了，我还在输液，你呢？ |洛阳·洛阳...	UNKNOWN
28	春节放鞭炮	【成都马年春节，鞭炮零售点再减少】#成都新闻#过春节，燃放鞭炮能营造喜庆气氛，但小伙伴们可知道，这也易造成空气污染/快哭了！为了安全与环保，成都市安监局相关负责人表示，马年中心城区烟花爆竹销售点规划将比去年的672个再减少15%左右，且零售点不能设置在居民楼下，必须专点经营。据@成都商报	UNKNOWN
29	春节放鞭炮	#春节倡议书#【淄博市文明办、 淄博市环保局联合倡议春节期间不放或少放烟花爆竹】广大市民朋友们：随着羊年春节的来临，烟花爆竹的销售和燃放进入了旺季，我市的环境空气质量也将面临着严峻挑战。燃放烟花爆竹不仅对人身安全带来隐患，还释放出大量的一氧化碳...（详见长微博）@山东环境@淄博发布	UNKNOWN
30	春节放鞭炮	【坑爹的仙鹤 WOW5.0新增猎人可抓捕宠物“仙鹤”】下为5.0新增的一种猎人能抓的宠物——仙鹤，感觉就像是变了个色的白鸡？？嗯嗯……或者说，变种的陆行鸟吧！！继春节和情人节后的又一个陆行鸟……暴雪，你得有多爱这种模型啊……#游戏资讯# |[beta]wow ...	UNKNOWN
31	春节放鞭炮	【提醒:今天上午10点前放"开门炮"违法】今天是春节假期后首个上班日，想图个吉利放“开门炮”的商家要注意了：根据南京市禁放办的要求，今天上午10点至晚上10点之间可放鞭炮，在禁放时段放“开门炮”属违法行为，市民可报警。一旦发现或接到群众举报，警方将及时出警处置。详戳：http://t.cn/8FSNyHp	UNKNOWN
32	春节放鞭炮	#城管该不该撕春联#衍生物：中央电视台举办春晚，属于乱串联，乱聚会；春节燃放鞭炮，属于扰民，污染环境；春节放假，属于不支持国家建设，消极怠工；******	UNKNOWN
33	春节放鞭炮	#还有一天到除夕# 迎新春，贴春联，红灯高挂喜洋洋。春节不放鞭和炮，绿色环保新风尚。	UNKNOWN
34	春节放鞭炮	#我家的月季# 春节在天狼月季买的苗，美爆了重点还很香，蝴蝶自来！@天狼月季 @多多-花园 @塔莎园艺	UNKNOWN
35	春节放鞭炮	难怪有人说情人节和春节一样，都是一股鞭炮味儿。  《情人节就是给单身狗过的》作者/王若虚: 我欣赏每一个不在情人节那天捧着一束花去赴约的男孩，这才真的叫“会过”。 http://t.cn/RGVlAKa	UNKNOWN
36	春节放鞭炮	|今年1月1日... 1月5日，记者从市人大环境与资源保护工作委员会了解到，今年1月1日起，我市市区全面禁止燃放烟花爆竹。也就是说，这个春节，咱新乡市区不能再有炮声了。	UNKNOWN
37	春节放鞭炮	禁止放鞭炮的好处也许就是春节期间可以在晚上12点之前睡觉了。	UNKNOWN
38	春节放鞭炮	除夕夜，没有鞭炮声，如果没有了春节联欢晚会，那还有什么期盼？新年快乐！我微博中的所有朋友，祝大家猴年幸福安康，赚大钱 |恩施·舞阳...	UNKNOWN
39	春节放鞭炮	月饼节快乐哇！在今天这个好日子，我们锣鼓喧天，鞭“！炮！”齐鸣，红旗招展，人山人海啊！今天是个好日子，心想的事儿都能成，今天是个好日子，打开家门......迎…………忘词了啦！	UNKNOWN
40	春节放鞭炮	【《2015年春节期间本市烟花爆竹安全管理通告》发布】2月18日（除夕）至2月22日（年初四）以及3月5日（正月十五）的18时至次日8时，除《通告》规定的禁止燃放烟花爆竹的场所、路段和区域外，可以燃放烟花爆竹，控制区域内按规定燃放烟花爆竹。通告全文-->|	UNKNOWN
41	春节放鞭炮	#微提醒#衢州烟花爆竹禁限燃行动！春节可放8天，哪里能放?via城西派出所	UNKNOWN
42	春节放鞭炮	【春节七天长假期间 郑州鞭炮炸伤者减少近八成】 今年是郑州市重新禁止燃放烟花爆竹的第一年，烟花爆竹伤接诊人数下降了近八成。 昨日，记者从市紧急医疗救援中心获悉，今年春节七天长假期间，郑州120共接诊救治1629人，各项数据明显下降，特别是燃放鞭炮炸伤患者大幅减少。http://t.cn/RGITVIN	UNKNOWN
43	春节放鞭炮	有蝈蝈，我的房间里有蝈蝈叫，昨天早上有人放鞭炮，有鸟叫，还突然来了一群青蛙，叫了一晚上 |西昌·文汇...	UNKNOWN
44	春节放鞭炮	今年本来是准备要宝宝的一年，本想在今年春节用爆竹去迎接一下他的到来，可是想到了爆竹本身的质量与安全问题全部放弃了，家里没有一个放鞭炮的，只看了下远处的烟雾与烟花共同创造的一瞬间绚丽，看着北京，想起美国的那些无忧无虑的日子，包括去日本旅游时的心情是不是和天气有了很大关系。	UNKNOWN
45	春节放鞭炮	新年来到，糖瓜祭灶，新年来到，姑娘要花，小子要炮，老头儿要顶新毡帽，老太太要件新棉袄。接财神，财神爷，打南来，反穿着皮袄踢拉着鞋，隔着墙头扔元宝！你放爆仗我放鞭，小巴狗，上南山，吃金豆，拉金砖，你打灯，我抽烟，你放爆仗我放鞭，嘀喽噼啦过新年！壮声祝大家春节愉快，龙马精神！	UNKNOWN
46	春节放鞭炮	#微观中原#【减少烟花爆竹燃放 过个安定祥和春节】近年，雾霾天气越来越严重，减少烟花爆竹燃放得到不少网友的支持，昨日，在安阳市高新区银杏大街街道办事处华强城社区对居民进行了减少烟花爆竹燃放的宣传教育活动，只为共度一个清新、环保、舒适、祥和的“低碳”春节。详见：http://t.cn/RbuetxM	UNKNOWN
47	春节放鞭炮	大早上被鞭炮吵醒 紧接着朋友圈各种刷屏 好吧 我也贡献点营业额  @王思聪	UNKNOWN
48	春节放鞭炮	#守望微言# 城区禁止露天焚烧早有规定，知道的可能不多，能自觉遵守就更少了。春节假期，蓝天白云就让烟花鞭炮折腾出来个节日霾，这不，玩火的人还不少，露天焚烧垃圾，种菜烧荒，燃放烟花，一不小心就点燃了河堤绿化带，仅开福区浏阳河堤就有十几处焚烧点，成片的河滩地被烧，人为污染大气实不应该？	UNKNOWN
49	春节放鞭炮	【哈尔滨市小年到十五遇重污染禁放鞭炮】  哈尔滨市政府发布《关于2016年春节期间燃放烟花爆竹安全管理等有关事宜的通告》，要求医疗机构、幼儿园、学校、敬老院等十类区域禁放烟花爆竹，小年到正月十五期间，如遇空气重度污染橙色或红色预警暂停燃放烟花爆竹。	UNKNOWN
50	春节放鞭炮	记得有一次坐车，听到一人在推销鞭炮。说是好不容易盘到摊位卖鞭炮，投资了很多钱。又记得在哪看一条新闻说，如果雾霾继续，春节将禁止放鞭炮。唉。。。可怜的人。 我在:|文库街	UNKNOWN
51	春节放鞭炮	【@中青报曹林：鞭炮这种巫术须从春节传统里开除了】将鞭炮与春节绑架在一起，这不是民俗和文化的成功，而是鞭炮商人的成功，伪劣民俗主义的成功。这种充满了环境暴力和文化暴力、与城市生活格格不入的陋俗，在城市还是禁了吧。我们需要年味，年味不是靠乌烟瘴气去营造……全文|鞭炮这种巫...	UNKNOWN
52	春节放鞭炮	忽见天空，有信号弹升起，又闻，东一鞭西一炮的声音，我知道，春节行动的战争打响了------祝各位快乐，幸福，安康，如意，祥和地迎接龙年的到来------	UNKNOWN
53	春节放鞭炮	今天年二十八，明天就是除夕，截至目前为止几乎没有鞭炮的声音，这是为环保的贡献，期盼家庭聚会不再充斥着香烟白酒饮料麻将，希望家庭成员走出家门转转逛逛，祝愿春节不因贫穷疾病而悲伤，我在大徐州，我们这里一切安好。	UNKNOWN
54	春节放鞭炮	春节期间市区鞭炮销量同比降幅超 5成@新闻大连	UNKNOWN
55	春节放鞭炮	快过年了，玉帝大发慈悲，特别允许牛郎和织女春节前在鹊桥上私会一次，牛郎知道织女在天庭寂寞，特别从民间带了一些烟花爆竹。谁料到在鹊桥上烟花发生爆炸，鹊桥塌了，织女回天庭找玉帝理论，玉帝回应：我早说过，那帮鸟建的桥是不顶用的。【政府温馨提示：春节燃放鞭炮时请远离桥梁。 】	UNKNOWN
56	春节放鞭炮	1987年《西游记》剧组齐天乐春节晚会片段：师徒四人与各路神仙为大家奉献了精彩欢乐的节目，分享经典！ |秒拍视频	UNKNOWN
57	春节放鞭炮	南京今年春节成功禁放鞭炮。回放一下去年春节小区放鞭炮的情景	UNKNOWN
58	春节放鞭炮	春节鞭炮声声响，带来了猴年新春佳节的气氛和热闹，也给宠物带来了困扰，不少年长的狗，还有胆小的猫，很容易受到惊吓而引发应激或疾病，烟花爆... http://t.cn/RGPDqj3	UNKNOWN
59	春节放鞭炮	春节即将来临，为了做好春节期间的消防安全措施，我社区在辖区里张贴了禁止燃放烟花鞭炮的通知，提醒居民春节期间要注意防火防盗意识。	UNKNOWN
60	春节放鞭炮	跋山涉水来到这个地方 以古法造纸出名的石桥村 村里几乎人人都养了狗 养了鸟 养了鸡 想去赶集 错过了时间 村民说下次最好七月半或春节来 那时是重大节日 可是来这里的这份心情 不知要何时才会有了 还有排倒村排莫村 作为村中唯一的游客 我表示 来这里的都是染织系的吧	UNKNOWN
61	春节放鞭炮	家楼下的宣传墙又换了，“孝道，中国人的血脉”变成了“父母田中忙，留子在车上”，把孩子独自留在婴儿车上还值得宣扬了，真是醉了。还有手持鞭炮玩的孩子，背着娃挑着酒的妇人和在果园里抽着烟的老汉，这都是要表达神马啊！！	UNKNOWN
62	春节放鞭炮	走到英东楼看到被遮挡住一半的烟花时才想起来，这已经是在北京过得第二个十五了，而两年前我在打着电话兴奋地说，快看窗外。又是一个难忘的月圆之日。今年的春节，因为禁放鞭炮加吃不了东西，过得没滋没味，到今天才在雾霾和硝烟味里找到感觉。马上又要转到起点了，什么都没带来，什么也都没带走。	UNKNOWN
63	春节放鞭炮	【怀化市未来三天天气预报】7日晚到8日白天，晴天，南风3级，气温4到19度。9日，多云，气温8到19度。10日，多云，气温9到19度。近期天气晴好，气温升高，恰逢春节期间，鞭炮燃放增多，请注意野外用火安全。	UNKNOWN
64	春节放鞭炮	今晚九点以后,此起彼伏的鞭炮声不绝于耳.临近禁放的零点钟声越近,鞭炮声越响越多,放吧,明年春节也许就听不到鞭炮声啦。	UNKNOWN
65	春节放鞭炮	猫宁。陈皮元帅准备欢渡春节，他今年过年应该开心了，因为上海外环内禁放鞭炮，他最怕鞭炮声，担惊受怕十多年了。一日一猫，此猫粗尾。	UNKNOWN
66	春节放鞭炮	昨天是大年初八，春节后上班的第一天。往年新春开业第一天，很多商家都会放“开门炮”，期盼新的一年生意红红火火。不过，昨天鞭炮声明显小了许多，不少商家改用其他环保清洁的方式讨个好彩头。从今天开始，南京全面禁售、禁燃烟花爆竹，到正月十五元宵节才能燃放一天。	UNKNOWN
67	春节放鞭炮	#平安徐汇#【严冬已至，安全为重】近日，徐家汇街道组织召开了2016年辖区单位及居民区消防安全、安全生产责任书签约大会。为更好地创建幸福徐汇，我区高度重视季节性的消防安全，特别是强调消防安全重点单位“1+6”工作和春节期间燃放烟花爆竹的宣传落实工作。@法治徐家汇	UNKNOWN
68	春节放鞭炮	中国的日历叫 黄历，按照黄历，一天开始于子时，也就是二十三点，所以以后春节放鞭炮别等到零点，那时候已经迟了。属相的确定也看黄历，以立春为界，不是以春节，当然更不以公历纪年。今年马年的来临是今年初五。初一到初四出生的宝宝们，至少在算命时，肯定仍以蛇属相来算的。	UNKNOWN
69	春节放鞭炮	#金华开发区市监动态#【参加西关街道劝导烟花爆竹禁限燃放工作】 根据市区禁限燃规定，今年包括春节期间市区全面禁止燃放烟花爆竹。为做好禁限燃工作， 2月4日-2月23日，金华市市场监管局开发区分局组织干部职工前往西关街道董宅社区、金艺社区劝导烟花爆竹禁限燃放工作。	UNKNOWN
70	春节放鞭炮	快到春节了！现在越来没有年味了，小时候最喜欢就是过年啦，穿新衣，放鞭炮，压岁钱，吃好的，走亲拜大年。现在呢？放鞭炮污染环境，PM2.5爆表！吃好的呢？天天的鱼肉早腻了，不利于健康！压岁钱呢，长大了改为发红包了！穿新衣呢，双十一买的还没开包呢！拜年呢？改为网聊了，以后的年可咋过呀	UNKNOWN
71	春节放鞭炮	【南庄大道改造力争本月内动工】昨日，南庄大道提升工程项目经理部正式揭牌成立。该项目力争本月内动工建设，预计明年春节后可完工通车。整个南庄大道提升工程，路线呈东西走向，西起紫洞路，东接石南大桥西桥头，全长约8.1公里。项目设计采用城市主干路双向6车道标准，设计速度为主线60km/h。珠时	UNKNOWN
72	春节放鞭炮	宝宝过的第一个春节，没有被鞭炮吓到，也没有因为人多闹人，相反比平时都要听话。晚上六点起床之后一直没有睡觉呢，宝宝你为什么不睡呀！不困吗？那跟妈妈一起倒数吧！	UNKNOWN
73	春节放鞭炮	睡觉。下次过春节，没不能禁鞭炮。	UNKNOWN
74	春节放鞭炮	强烈建议春节禁放鞭炮，这本是一件利国利民深受多数人欢迎的好事，前些年本已逐步形成共识实施过，由于当政者片面理解迎合民意讲什么祥和喜庆，致“死灰复燃”危害重重——传统的安全噪声扰民等自不必言，现从治理pm2.5降低污染生态需求来说，也禁止燃放了吧？相信中央落实此举必得到大多数人民的支持	UNKNOWN
75	春节放鞭炮	20多年春节都没有燃放烟花爆竹了，希望大家尽量少放鞭炮和烟花，为环境质量尽自己 绵簿之力。	UNKNOWN
76	春节放鞭炮	第一次没有和父母一起过的春节！感觉此刻广州很安静，不像老家持续的噼里啪啦的鞭炮烟火声，也没有家家传来的麻将声！也挺好，本来就不喜欢太热闹，就这样平静地迎接新年吧！	UNKNOWN
77	春节放鞭炮	春节就像高潮一样虽然短暂，但是值得回味很久！可对于单身汪来说，春节只是用来相亲的！你做好准备了吗？超内涵的《春劫风云》要你好看！	UNKNOWN
78	春节放鞭炮	这个春节，一点过节的感觉都没有，鞭炮齐鸣，烟花散落，都没能把我从悲伤的情绪中拉出来，我真的不知道自己是怎么在这样一个家庭中长大的，也不知道自己忍了那么多年，为什么就忍无可忍了	UNKNOWN
79	春节放鞭炮	a：不是说了雾霾是春节放鞭炮引起的，大家快别放了。b：不放怎么行了，不放他们就没有借口了，难道你去给他们做替罪羊啊！说完b开着大排量的车走了，只剩下满天的灰尘。a拿起电话：设备别买了，给我多建几个烟冲。挂了电话，还是他们聪明。@观点致胜 @凤凰卫视 @楚天都市报 @CCTV焦点访谈 @人民日报	UNKNOWN
80	春节放鞭炮	#绍兴身边事# 【5月1日零时起，上虞城区禁止燃放烟花爆竹】继越城区和柯桥区城区实施“禁鞭令”后，上虞区也要禁止燃放烟花爆竹了。不过这个春节还暂时未进入“禁鞭时间”，而是要从3个月后开始实施。上虞区政府发布通告，从今年5月1日零时起，在上虞城区禁止燃放烟花爆竹。	UNKNOWN
81	春节放鞭炮	春节7天假期，就像燃烧的鞭炮一样，一溜烟就欢腾过了！面对开工日的到来，下面这几种类型，不知上班族的您中招了没？	UNKNOWN
82	春节放鞭炮	虽然我只用了四分钟扫成了堆，可到明天早晨，这就数不清了。大家知道吗，虽然你们高兴燃放鞭炮庆祝春节，可你们知道吗？在这不起眼的鞭炮纸屑里凝聚着多少环卫工人的心血，他们要花多少精力来处理它们，把这里弄整洁。真的希望你们理解。	UNKNOWN
83	春节放鞭炮	那年北京人大讨论通过恢复春节燃放鞭炮。那么，现在是不是该讨论通过恢复大都市禁止燃放烟花爆竹呢？ ——看到观秋翁的博文《这是何苦呢？》有感而发的评论。http://t.cn/z0FXlwX	UNKNOWN
84	春节放鞭炮	窗外楼里都是各种尖叫声，还有持续的烟花鞭炮声，要不是知道球赛赢了，还以为暴乱了…	UNKNOWN
85	春节放鞭炮	鉴于鞭炮的威力过于猛烈，恐伤及各类建筑和无辜，有关部门建议今年春节禁止燃放烟花爆竹，改为放核弹以示庆典。朝鲜，走你！	UNKNOWN
86	春节放鞭炮	我也曾想点一支兰州 在距春节还有半个多月的深夜 不到50平米的房间 陈旧的空调呼哧呼哧响着但吹不出任何冷热风 坐在椅子上迎着从窗缝儿钻进来刺骨的风 动弹不得 想躲却无处可去的时候 桌上只有一个残留着烟末的空盒子和快要油尽灯枯的打火机	UNKNOWN
87	春节放鞭炮	今儿个什么节啊？又是鞭又是炮的还特么嫌空气不够浊啊，下酸雨是不是就高兴了？服了！	UNKNOWN
88	春节放鞭炮	#锦哥关注#【半个世纪以来，中国年都是啥味儿？】年夜饭、压岁钱、看春晚、放鞭炮……还记得小时候怎么过春节吗？爸爸妈妈儿时的春节又是什么样子的？川叔带你回顾这半个世纪以来，咱中国人的大年都咋过，每个年代的年味儿都不同哦。据新华网	UNKNOWN
89	春节放鞭炮	【思考：地方法规该否考虑民风民俗】10月28日上午，南京市民老张嫁女迎亲，因违禁燃放鞭炮被秦淮民警现场带走接受罚款。喜事添别扭，老张觉得冤。此事报道，引发众议。违禁被罚，无可厚非。但是，城区禁燃属于地方法规，地方政府制定前就应该照顾到当地的民风民俗，否则就有违背民意的霸王法规之嫌！	UNKNOWN
90	春节放鞭炮	【烟花爆竹卖不动了 禁限措施还将升级】春节将至，各地纷纷出台措施，限制甚至禁止燃放烟花爆竹。不少人对此持支持态度，但也有反对的声音认为，限放烟花去掉的是“年味儿”——过年放不放鞭炮，对很多人来说成了一个问题。记者在北京、太原调查发现，传统烟花爆竹销售遇冷。http://t.cn/8FMHTnd	UNKNOWN
91	春节放鞭炮	这年也过了、节也过了，饺子也吃了、元宵也吃了，红包也发了、抢了，鞭也放了、炮也响了，假也放了，友也聚了，亲戚也走了，该收收心好好上班了！有钱没啥用，可没钱活不了呀！睡好了，干活吧！ |北京·华城...	UNKNOWN
92	春节放鞭炮	本来是真心期待久违了的春节的，现在才明白没有短信鞭炮、睡觉不用戴耳塞、晚饭不用拿手机的春节再过不到了，好想扔掉手机跑回去跟你们玩儿游戏吃饺子，让我写作业都成@capitaineLEE要做背多分 @我是錵錵你是誰	UNKNOWN
93	春节放鞭炮	史上范围最大、污染最严重的雾霾天气，已经困扰我们近一个月了。临近春节，如果过年大量燃放鞭炮，必定会令空气雪上加霜。为倡导过一个低碳、环保、文明、祥和的春节，保护环境，从我做起，禁止放鞭炮。	UNKNOWN
94	春节放鞭炮	【哈市小年到十五遇重污染禁放鞭炮】日前，哈尔滨市政府发布《关于2016年春节期间燃放烟花爆竹安全管理等有关事宜的通告》，要求医疗机构、幼儿园、学校、敬老院等十类区域禁放烟花爆竹，小年到正月十五期间，如遇空气重度污染橙色或红色预警暂停燃放烟花爆竹。http://t.cn/RbnKb2R	UNKNOWN
95	春节放鞭炮	今天是个好日子，父亲节！小时候的味道，最喜欢过节，穿新衣，新鞋，大人发红包，还有好多好多吃不完的鸡鸭鹅，猪肉牛肉鱼肉…小朋友们在一起玩耍，燃放鞭炮，不亦乐乎！这一幕幕，一桩桩的童年趣事，已经成为过去美好而难忘的回忆。这一切的一切，是在父爱如山的呵护下才能得意实现，想念您父亲！	UNKNOWN
96	春节放鞭炮	今天初五，商铺几挂鞭炮的燃放，几阵震耳欲聋的爆炸声，随着朵朵浓烟的散去，春节就这样过去了。人如故，事如旧。恰似东去流水，逝者如斯奔去。人生亦如浓烟，迟早烟消云散。 |铁岭·文化...	UNKNOWN
97	春节放鞭炮	2016的春节是我最不愿意过的一个春节，外面鞭炮声此起彼伏，而我好像是另一个世界的人，这么热闹的时刻也一点都没有感染到我，我的心里只想着我妈，在新的一年里，在未来的日子里，求老天给我个奇迹，保佑我妈早日康复、健康长寿！！！	UNKNOWN
98	春节放鞭炮	【烟花爆竹检查】2月3日，铜川耀州小丘派出所利用集会时间，组织民警，上街巡逻、检查烟花爆竹，及时消除安全隐患，确保春节期间辖区平安稳定。	UNKNOWN
99	春节放鞭炮	晨风苑中午一点三十分左右，一号楼二单元203放鞭炮，像是放炸弹，没人监管。第一，容易引起火灾，上班时间没人在家。第二，家里老人都七八十岁，万一心脏病吓到了，谁来负责。保洁就在现场，干了十几年也不直至。	UNKNOWN
100	春节放鞭炮	2014，春节，攸县人民政府拍	UNKNOWN
101	春节放鞭炮	最高品质 南雅初三！！我怀疑今天晚上要放完去年没放完的鞭炮	UNKNOWN
102	春节放鞭炮	由于是郊区。今年还是免不了零点一级防空警报。放鞭炮真是我每年春节最抵触的事没有之一。	UNKNOWN
103	春节放鞭炮	宝宝们，大家好，因为我们总部内部原因导致重庆代理库洛洛春节活动订单1团和2团带妆订单没有及时发出，特此向库洛洛和娃妈道歉，并保证将在下周发出1团带妆，在下下周发出2团带妆订单，此次失误非常抱歉，并非库洛洛拖货，请在此团的宝宝耐心等几天，以后我们也会改变发货方式，对给代理和娃妈带来的不	UNKNOWN
104	春节放鞭炮	周围真的没有鞭炮声！零点时，我特地去室外听了下，遥远之处依稀传来隆隆之响，真的来自外环之外吗？不过，这次春节的上海，确实是我有生以来最安静的。不管别人怎么说，反正我要点赞。	UNKNOWN
105	春节放鞭炮	【“粽”有一种报国情怀在节日升华】农历五月初五是中国的传统节日端午节。两千多年来，端午节一直是一个中华民族全民健身、防疫祛病、避瘟驱毒、祈求健康的民俗佳节，且与春节、中秋节一起，历来被视作源远流长的三个重要节日。http://t.cn/R5IcCqq	UNKNOWN
